Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1990,Qtr 1,January,29,29/01/1990,Vermont,Cessna,Cessna 208B Caravan IN4688B,Burlington Vermont,Express Airborne,2,2,0,2
1946,Qtr 3,July,26,26/07/1946,Veracruz,Fairchild,Fairchild Pilgrim 100AXA DEJ,Near Huatesco Veracruz,Mexico Communicaciones Aereos de veracruz,9,9,0,9
1937,Qtr 1,January,11,11/01/1937,Veracruz,Lockheed,Lockheed 10E ElectraX ABEO,Near Playa V icente Veracruz,Mexico Mexicana,9,9,0,9
1938,Qtr 3,August,12,12/08/1938,Vera,Lockheed,Lockheed 10E ElectraX ABAS,Near San Andres Tuxtla Vera,Mexico           Cruz Mexicana,11,11,0,11
1991,Qtr 4,October,13,13/10/1991,Venezuela,Bell,Bell 214 STYV O,Aponguao Falls Venezuela,EDELCA,12,12,0,12
2010,Qtr 3,August,27,27/08/2010,Venezuela,Mi,Mi 17V 5GN10139,Buena Vista Venezuela,Guard National Venezuelan - Military,10,10,0,10
1948,Qtr 2,June,26,26/06/1948,Venezuela,Douglas,Douglas DC 3YV,Maiquetia Venezuela,Venezolana Aeropostal Linea,17,1,0,1
1971,Qtr 1,January,25,25/01/1971,Venezuela,Vickers,Vickers Viscount 749YV C,Merida Venezuela,Venezolana Aeropostal Linea,47,13,0,13
2009,Qtr 2,May,3,03/05/2009,Venezuela,Mi,Mi  35EV08114,Near El Alto de Rubio Venezuela,Army Venezuelan - Military,18,18,0,18
1990,Qtr 1,January,23,23/01/1990,Venezuela,CASA,CASA 212 200 AviocarARV,Near Caracas Venezuela,Navy Venezuelan - Military,25,25,0,25
1959,Qtr 1,January,21,21/01/1959,Venezuela,Curtiss,Curtiss C 46D,Near Merida Venezuela,Bolivar Expresa Linea,4,4,0,4
1961,Qtr 1,March,9,09/03/1961,Venezuela,Douglas,Douglas DC 3YV,Near Caracas Venezuela,Venezolana Aeropostal Linea,12,12,0,12
1997,Qtr 3,August,29,29/08/1997,Venezuela,Pilatus,Pilatus PC 6 Turbo Porter / Cessna 206FAC1115,Puerto Inirida Venezuela,Satena,12,12,0,12
1989,Qtr 4,November,28,28/11/1989,Venezuela,Cessna,Cessna 402YV 478C,Charallave Venezuela,Cave Aéreas Lineas,7,3,0,3
2010,Qtr 3,September,13,13/09/2010,Venezuela,ATR,ATR 42 320YV,Puerto Ordaz Venezuela,Conviasa Airline,51,17,0,17
1948,Qtr 3,August,20,20/08/1948,Venezuela,Douglas,Douglas C 47AYV,La Guaira Venezuela,Avensa,3,3,0,3
2008,Qtr 1,January,4,04/01/2008,Venezuela,LET,Let 410 UVP E3YV2081,Los Roques Venezuela,Transaven,18,18,0,18
1960,Qtr 2,April,28,28/04/1960,Venezuela,Douglas,Douglas DC 3YV,Near Calabozo Venezuela,Venezolana Aeropostal Linea,13,13,0,13
2003,Qtr 3,August,8,08/08/2003,Venezuela,Cessna,Cessna 208B Grand CaravanYV 1069C,Tocomita Venezuela,(SASCA) Sucre Aeronauticos Servicios,16,1,0,1
2004,Qtr 4,November,18,18/11/2004,Venezuela,BAE,BAe 3101 Jetstream 31YV 1083C,Caracas Venezuela,Venezolana,21,3,0,3
1974,Qtr 3,August,14,14/08/1974,Venezuela,Vickers,Vickers Viscount 749YV C,Margarita Island Venezuela,Venezolana Aeropostal Linea,49,49,0,49
2004,Qtr 4,December,10,10/12/2004,Venezuela,PZL,PZL  Mielec M28GN,El Junquito Venezuela,Venezuela de Nacional Guardia,16,16,0,16
2001,Qtr 3,July,12,12/07/2001,Venezuela,Antonov,Antonov AN 28 PZL,Near Puerto Cabello Venezuela,Company Overtec - Private,13,13,0,13
1998,Qtr 4,October,2,02/10/1998,Venezuela,Douglas,Douglas DC 3CYV,Near Canaima Venezuela,Servivensa,27,1,0,1
2003,Qtr 3,July,13,13/07/2003,Venezuela,LET,Let 410UVP EYV,Near San Cristobal Venezuela,Aérea Compania Duran & Ruiban,10,4,0,4
1954,Qtr 4,December,18,18/12/1954,Venezuela,Douglas,Douglas C 47AYV,Near Bolivar Venezuela,Venezolana Aeropostal Linea,2,2,0,2
1952,Qtr 4,December,25,25/12/1952,Venezuela,Douglas,Douglas DC 3YV,Off Caracas Venezuela,Avensa,5,3,0,3
1956,Qtr 4,November,27,27/11/1956,Venezuela,Lockheed,Lockheed 749 79,Caracas Venezuela,Venezolana Aeropostal Linea,25,25,0,25
1972,Qtr 3,August,27,27/08/1972,Venezuela,Douglas,Douglas C 47,Canaima Venezuela,Venezolanas Areas Lineas,34,34,0,34
2005,Qtr 1,March,8,08/03/2005,Venezuela,Cessna,Cessna 500 Citation IYV 21CP,Chrallave Venezuela,Global Air,2,2,0,2
2001,Qtr 1,January,25,25/01/2001,Venezuela,Douglas,Douglas DC 3C (C47A,Ciudad Bolivar Venezuela,Airlines Rutaca,24,24,0,24
1978,Qtr 1,March,3,03/03/1978,Venezuela,British,British Aerospace 748 2AYV 45C,Off Caracas Venezuela,Venezolana Aeropostal Linea - LAV,47,47,0,47
1994,Qtr 4,December,17,17/12/1994,Venezuela,Douglas,Douglas C 47A,Cerro Aicha Venezuela,Servivensa,9,7,0,7
1969,Qtr 4,December,3,03/12/1969,Venezuela,Boeing,Boeing B 707,Off Caracas Venezuela,France Air,62,62,0,62
2008,Qtr 1,February,21,21/02/2008,Venezuela,ATR,ATR  42,Merida Venezuela,Airlines Barbara Santa,46,46,0,46
1999,Qtr 4,December,25,25/12/1999,Venezuela,Yakovlev,Yakovlev YAK 42DCU,Bejuma Venezuela,Aviacion de Cubana,22,22,0,22
1974,Qtr 4,December,22,22/12/1974,Venezuela,McDonnell,McDonnell Douglas DC 9,Maturin Venezuela,(Venezuela) SA Venezolanas Aerovias,77,77,0,77
1968,Qtr 3,August,20,20/08/1968,Venezuela,Hawker,Hawker Siddeley HS 748,Near Maturin Venezuela,Venezolana Aeropostal Linea,7,4,0,4
1950,Qtr 4,December,15,15/12/1950,Venezuela,Douglas,Douglas C 47,Valera Venezuela,Avensa,31,31,0,31
1968,Qtr 4,December,12,12/12/1968,Venezuela,Boeing,Boeing B 707,Near Caracas Venezuela,Airways World American Pan,51,51,0,51
1957,Qtr 3,September,3,03/09/1957,Venezuela,Douglas,Douglas DC 3YV,Niquitao Venezuela,Avensa,8,8,0,8
1947,Qtr 2,April,8,08/04/1947,Venezuela,Douglas,Douglas C 47AYV,Near Caracas Venezuela,Venezolana Aeropostal Linea,27,27,0,27
1991,Qtr 1,March,5,05/03/1991,Venezuela,McDonnell,McDonnell Douglas DC 9,La Puerta Venezuela,Venezolana Aeropostal Linea,45,45,0,45
2004,Qtr 3,August,21,21/08/2004,Venezuela,Shorts,Shorts 360FAV 1652,Near Maracay Venezuela,Force Air Venezuelan - Military,25,25,0,25
1955,Qtr 2,May,21,21/05/1955,Venezuela,Douglas,Douglas C 47,Off Barcelona Venezuela,Venezolana Aeropostal Linea,16,4,0,4
1952,Qtr 1,March,29,29/03/1952,Venezuela,Douglas,Douglas DC 3YV,Near San Felipe Venezuela,TACA,12,12,0,12
2013,Qtr 1,January,4,04/01/2013,Venezuela,Britten,Britten Norman BN 2A,Off Los Roques Venezuela,5074 Transaereo,6,6,0,6
2005,Qtr 3,August,16,16/08/2005,Venezuela,McDonnell,McDonnell Douglas MD 82HK,Near La Cucharita Venezuela,Airways Caribbean West,160,160,0,160
2003,Qtr 4,October,11,11/10/2003,Venezuela,Antonov,Antonov AN 2TPYV,Uriman Venezuela,Transmandu,2,1,0,1
1991,Qtr 1,January,10,10/01/1991,Venezuela,CASA,CASA 212 Aviocar 200ARV 0209,Near Paramo Mucuti Venezuela,Navy Venezuelan - Military,22,21,0,21
1999,Qtr 4,October,24,24/10/1999,Venezuela,Arava,Arava 201EV 8012,San Carlos Venezuela,Army Venezuelan - Military,6,6,0,6
1993,Qtr 2,April,2,02/04/1993,Venezuela,McDonnell,McDonnell Douglas DC 9,Off Margarita Island Venezuela,Venezolana Aeropostal Linea,11,11,0,11
1958,Qtr 4,October,14,14/10/1958,Venezuela,Lockheed,Lockheed 1049E Super ConstellationYV C,Mt. Alto del Cedro Venezuela,Venezolana Aeropostal Linea,23,23,0,23
1985,Qtr 2,May,28,28/05/1985,Venezuela,Convair,Convair CV 580YV,Cabimas Venezuela,Avensa,13,2,0,2
1978,Qtr 4,November,21,21/11/1978,Venezuela,Douglas,Douglas C 47AHK,Near Rubio Venezuela,Venado el Aereo,27,27,0,27
1944,Qtr 3,August,29,29/08/1944,Västergötland,Lockheed,Lockheed 18 56 LoadstarG,Near Lidköping Västergötland,Swden British Overseas Airways,15,11,0,11
1972,Qtr 4,October,23,23/10/1972,Vanuatu,Britten,Britten  Norman BN,Tanna Vanuatu,Melanesie Air,8,1,0,1
1991,Qtr 3,July,25,25/07/1991,Vanuatu,Britten,Britten  Norman BN,Espiritu Santos Vanuatu,Vanair,9,9,0,9
1999,Qtr 2,May,8,08/05/1999,Vanuatu,de Havilland,de Havilland Canada DHC 6 Twin Otter 300YJ,Off Port Vila Vanuatu,Vanair,12,7,0,7
1995,Qtr 4,December,20,20/12/1995,Valle,Boeing,Boeing B 757,Near Buga Valle,Colombia         Cauca del American Airlines,164,160,0,160
1962,Qtr 2,June,3,03/06/1962,Val-de-Marne,Boeing,Boeing B 707,Villeneuve-le-Roi Val-de-Marne,France Air France,132,130,0,130
1958,Qtr 4,December,23,23/12/1958,Uzbekstan,Ilyushin,Ilyushin IL 14CCCP,Tashkent Uzbekstan,Aeroflot,21,21,0,21
2004,Qtr 1,January,13,13/01/2004,Uzbekstan,Yakovlev,Yakovlev YAK 40UK,Tashkent Uzbekistan,Airways Uzbekistan,37,37,0,37
1999,Qtr 3,August,26,26/08/1999,Uzbekstan,Yakovlev,Yakovlev YAK 40UK,Turtkul Uzbekistan,Airways Uzbekistan,33,2,0,2
1966,Qtr 1,January,14,14/01/1966,Uzbekstan,Antonov,Antonov AN 2CCCP,Shamurat Uzbekistan,Aeroflot,11,11,0,11
1962,Qtr 3,July,6,06/07/1962,Uzbekstan,Ilyushin,Ilyushin IL 14CCCP,Near Tashkent Uzbekistan,USSRAeroflot,38,11,0,11
1974,Qtr 4,December,14,14/12/1974,Uzbekstan,Yakovlev,Yakovlev 40CCCP 87630,Bukhara Uzbekistan,Aeroflot,19,7,0,7
1959,Qtr 4,December,13,13/12/1959,Uzbekstan,Ilyushin,Ilyushin IL 18CCCP,Near Tashkent Uzbekistan,USSRAeroflot,29,29,0,29
1987,Qtr 1,January,16,16/01/1987,Uzbekstan,Yakovlev,Yakovlev YAK 40CCCP,Tashkent Uzbekistan,Aeroflot,9,9,0,9
1985,Qtr 3,July,10,10/07/1985,Uzbekstan,Tupolev,Tupolev TU 154B,Near Uchuduk Uzbekistan,USSRAeroflot,200,200,0,200
1947,Qtr 3,August,21,21/08/1947,Utah,Curtiss,Curtiss C 46ENC59488,Hanksville Utah,Airways Slick,3,3,0,3
1940,Qtr 4,November,4,04/11/1940,Utah,Douglas,Douglas DC 3NC16086,Near Centerville Utah,Lines Air United,10,10,0,10
1947,Qtr 4,October,24,24/10/1947,Utah,Douglas,Douglas DC 6NC37510,Bryce Canyon Utah,Lines Air United,53,53,0,53
1993,Qtr 1,January,3,03/01/1993,Utah,Bell,Bell 206B3N1078V,Ogden Utah,Inc. Helicopters Coast South - Taxi Air,4,4,0,4
1987,Qtr 1,January,15,15/01/1987,Utah,Swearingen,Swearingen SA 226TC / Mooney M,Salt Lake City Utah,Private. / Airlines Skywest,10,10,0,10
1963,Qtr 1,January,17,17/01/1963,Utah,Fairchild,Fairchild F 27N2703,Great Salt Lake Utah,Airlines Coast West,3,3,0,3
1977,Qtr 4,December,18,18/12/1977,Utah,Douglas,Douglas DC 8,Near Salt Lake City Utah,Lines Air United,3,3,0,3
1943,Qtr 4,December,29,29/12/1943,Utah,Consolidated,Consolidated B 24 / Consolidated B,Lakeside Utah,Army U.S. - Military / Forces Air Army U.S. - Military,25,25,0,25
1942,Qtr 2,May,1,01/05/1942,Utah,Douglas,Douglas DST A,Salt Lake City Utah,Lines Air United,17,17,0,17
1960,Qtr 4,October,15,15/10/1960,Utah,Curtiss,Curtiss C 46FN1300N,Plain City Utah,Airways Capitol,2,2,0,2
1979,Qtr 4,November,18,18/11/1979,Utah,Lockheed,Lockheed L 188CF ElectraN859U,Granger Utah,Airlines Transamerica,3,3,0,3
1934,Qtr 1,February,23,23/02/1934,Utah,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,8,8,0,8
1936,Qtr 4,December,15,15/12/1936,Utah,Boeing,Boeing 247DNC13370,Near Salt Lake City Utah,Express Air Western,7,7,0,7
1965,Qtr 4,November,11,11/11/1965,Utah,Boeing,Boeing B 727,Salt Lake City Utah,Lines Air United,91,43,0,43
1942,Qtr 4,December,15,15/12/1942,Utah,Douglas,Douglas DC 3ANC16060,Fairfield Utah,Airlines Western,19,17,0,17
1931,Qtr 4,November,23,23/11/1931,Utah,Boeing,Boeing 40NC7465,Salt Lake City Utah,Transport Air Boeing,1,1,0,1
1965,Qtr 4,November,27,27/11/1965,Utah,Douglas,Douglas C 53,Salt Lake City  Utah,Airlines Edde,13,13,0,13
1970,Qtr 2,May,2,02/05/1970,US,McDonnell,McDonnell Douglas DC 9,Near St. Croix US,Airlines IslandsAntillean Virgin,63,23,0,23
1938,Qtr 1,January,11,11/01/1938,US,Sirkorsky,Sikorsky S 42 (flying boat)NC16734,Pago Pago U.S.,Airways World American SamoaPan,7,7,0,7
1981,Qtr 4,October,26,26/10/1981,US,Lockheed,Lockheed L 749A ConstellationHI,St. Thomas U.S.,Argo IslandsAerolineas Virgin,5,5,0,5
1928,Qtr 1,January,16,16/01/1928,Uruguay,Latecoere,Latecoere 25F AIKG,Solis Uruguay,Aeropostale,2,2,0,2
1960,Qtr 3,September,7,07/09/1960,Uruguay,Douglas,Douglas DC 6LV,Near Salto Uruguay,Argentinas Aerolineas,31,31,0,31
1997,Qtr 4,October,10,10/10/1997,Uruguay,McDonnell,McDonnell Douglas DC 9,Nuevo Berlin Uruguay,(Argentina) Aeras Lineas Austral,74,74,0,74
1978,Qtr 1,February,10,10/02/1978,Uruguay,Douglas,Douglas C 47A,Near Artigas Uruguay,Force Air Uruguayan,44,44,0,44
1977,Qtr 2,June,20,20/06/1977,Uruguay,Embraer,Embraer 110C BandeiranteCX BJE,Salto-Nueva Hesperides Uruguay,Uruguaya Aérea Fuerza,15,12,0,12
1974,Qtr 3,August,11,11/08/1974,Upper,Ilyushin,Ilyushin IL 18BTZ,Near Ouagadougou Upper,Mali  VoltaAir,60,47,0,47
1923,Qtr 3,August,27,27/08/1923,United,Farman,Farman F.60 GoliathF AECB,East Mallling United,Union KingdomAir,11,1,0,1
2010,Qtr 3,September,3,03/09/2010,United,Boeing,Boeing B747 44AFN571UP,Dubai United,UPS Service- Parcel EmiratesUnited Arab,2,2,0,2
2008,Qtr 3,September,3,03/09/2008,United,Bell,Bell 212A6 AVL,Off Dubai United,EmiratesAerogulf Arab,7,7,0,7
1998,Qtr 3,July,13,13/07/1998,United,Ilyushin,Ilyushin 76MDUR 76424,Off Rasal United,Aircompany EmiratesATI Arab,8,8,0,8
1996,Qtr 2,May,19,19/05/1996,United,Britten,Britten  Norman BN,Griesta United,KingdomLoganair,3,3,0,3
1999,Qtr 4,December,22,22/12/1999,United,Boeing,Boeing 747 2B5FHL,Great Hallingbury United,Air KingdomKorean,4,4,0,4
1997,Qtr 4,December,15,15/12/1997,United,Tupolev,Tupolev TU 154EY,Sharjah United,Airlines EmiratesTajikistan Arab,86,85,0,85
2016,Qtr 3,August,5,05/08/2016,United,Boeing,Boeing 777 31HA6,Dubai United,EmiratesEmirates Arab,300,0,1,1
1935,Qtr 3,July,23,23/07/1935,United,de Havilland,de Havilland DH 84 DragonG,Cardiff United,Airways KingdomJersey,8,1,0,1
2009,Qtr 4,October,21,21/10/2009,United,Boeing,Boeing 707 330CST,Sharjah United,EmiratesAzzi Arab,6,6,0,6
1937,Qtr 4,November,26,26/11/1937,United,Junkers,Junkers JU 52D,Croydon United,Lufthansa KingdomDeutsche,3,3,0,3
1972,Qtr 1,March,14,14/03/1972,United,Aerospatiale,Aerospatiale Caravelle Super 10BOY STL,Near Al Fujayrah United,Airways EmiratesSterling Arab,112,112,0,112
1953,Qtr 3,August,3,03/08/1953,United,Douglas,Douglas DC 3AP,Sharjah United,Airways EmiratesOrient Arab,25,1,0,1
2004,Qtr 1,February,10,10/02/2004,United,Fokker,Fokker F 50EP,Sharjah United,Airlines EmiratesKish Arab,46,43,0,43
2005,Qtr 1,March,15,15/03/2005,United,Pilatus,Pilatus  Britten Norman BN,Off Campbeltown United,KingdomLoganair,2,2,0,2
1974,Qtr 1,January,6,06/01/1974,Ukraine,Antonov,Antonov AN 24VCCCP,Mukachevo Ukraine,Aeroflot,24,24,0,24
1933,Qtr 4,November,21,21/11/1933,Ukraine,Kalinin,Kalinin K 7,Near Kharkov Ukraine,USSRKalinin,20,14,0,14
2020,Qtr 3,September,25,25/09/2020,Ukraine,Antonov,Antonov An26SH76 yellow,Near Chuguev Ukraine,Force Air Ukraine - Military,27,26,0,26
1972,Qtr 2,May,18,18/05/1972,Ukraine,Antonov,Antonov AN 10ACCCP,Near Kharkov Ukraine,USSRAeroflot,122,122,0,122
1974,Qtr 2,May,23,23/05/1974,Ukraine,Yakovlev,Yakovlev YAK 40CCCP,Kiev Ukraine,USSRAeroflot,29,29,0,29
2019,Qtr 4,October,4,04/10/2019,Ukraine,Antonov,Antonov An 12BKUR,Lviv Ukraine,Alliance Air Ukraine,8,5,0,5
1973,Qtr 4,December,23,23/12/1973,Ukraine,Tupolev,Tupolev Tu 124CCCP,Lvov Ukraine,USSRAeroflot,17,17,0,17
2014,Qtr 2,June,14,14/06/2014,Ukraine,Ilyushin,Ilyushin 76MD76777,Lugansk Ukraine,Force Air Ukraine - Military,49,49,0,49
1976,Qtr 2,May,15,15/05/1976,Ukraine,Antonov,Antonov AN 24CCCP,Chernigov Ukraine,USSRAeroflot,52,52,0,52
1975,Qtr 4,November,20,20/11/1975,Ukraine,Antonov,Antonov AN 24CCCP,Kharkov Ukraine,USSRAeroflot,50,19,0,19
1959,Qtr 4,November,16,16/11/1959,Ukraine,Antonov,Antonov AN 10CCCP,Lvov Ukraine,USSRAeroflot,40,40,0,40
1970,Qtr 3,September,2,02/09/1970,Ukraine,Tupolev,Tupolev Tu 124CCCP,Near Dnepropetrovsk Ukraine,USSRAeroflot,37,37,0,37
1970,Qtr 3,September,2,02/09/1970,Ukraine,Tupolev,Tupolev Tu 124CCCP,Lihovka Ukraine,Aeroflot,37,37,0,37
1960,Qtr 3,August,17,17/08/1960,Ukraine,Ilyushin,Ilyushin IL 18BCCCP,Near Kiev Ukraine,Aeroflot,34,34,0,34
1961,Qtr 3,July,10,10/07/1961,Ukraine,Tupolev,Tupolev TU 104BCCCP,Odessa Ukraine,USSRAeroflot,85,1,0,1
2002,Qtr 3,July,27,27/07/2002,Ukraine,Sukhoi,Sukhoi Su 2742,Lviv Ukraine,Force Air Ukraine - Military,2,0,85,85
1969,Qtr 3,August,3,03/08/1969,Ukraine,Antonov,"Antonov An 24B	 CCCP",Preobrazhenka Ukraine,Aeroflot,55,55,0,55
1971,Qtr 1,March,31,31/03/1971,Ukraine,Antonov,Antonov AN 10CCCP,Vorochilovgrad Ukraine,Aeroflot,65,65,0,65
2013,Qtr 1,February,13,13/02/2013,Ukraine,Antonov,Antonov AN 24RVUR,Donetsk Ukraine,Airlines South,45,5,0,5
1970,Qtr 2,April,4,04/04/1970,Ukraine,Ilyushin,Ilyushin IL 14PCCCP,Zaporozhye Ukraine,Aeroflot,35,7,0,7
1985,Qtr 2,May,3,03/05/1985,Ukraine,Tupolev,Tupolev TU 134A / Antonov An,Near L'vov Ukraine,USSRAeroflot / Soviet Air Force,76,76,0,76
2014,Qtr 3,July,17,17/07/2014,Ukraine,Boeing,Boeing 777 2H6ER9M,Hrabove Ukraine,Airlines Malaysia,298,298,0,298
1985,Qtr 3,September,25,25/09/1985,Ukraine,Antonov,Antonov AN 12CCCP,Near Kharkov Ukraine,MAP,9,9,0,9
1971,Qtr 3,September,16,16/09/1971,Ukraine,Tupolev,Tupolev TU 134AHA,Kiev Ukraine,USSRMalev Hungarian Airlines,49,49,0,49
1944,Qtr 4,December,7,07/12/1944,Ukraine,sunov,Lisunov LI 2CCCP,Orlivka Ukraine,Aeroflot,16,16,0,16
2006,Qtr 3,August,22,22/08/2006,Ukraine,Tupolev,Tupolev TU 154MRA,Near Donetsk Ukraine,Airlines Pulkovo,170,170,0,170
1977,Qtr 3,July,8,08/07/1977,Ukraine,Antonov,Antonov AN 24CCCP,Off Kirovograd Ukraine,Aeroflot,7,6,0,6
1983,Qtr 3,July,16,16/07/1983,UKBritish,Sirkorsky,Sikorsky S 61N,Off Scilly Islands UKBritish,Helicopters Airways,26,20,0,20
2009,Qtr 1,March,9,09/03/2009,Uganda,Ilyushin,Ilyushin Il 76TS9,Lake Victoria Uganda,Aerolift,11,11,0,11
2006,Qtr 1,January,8,08/01/2006,Uganda,Antonov,Antonov 129Q CIH,Bukalaza Uganda,Air Service,6,6,0,6
1998,Qtr 4,October,25,25/10/1998,Uganda,Britten,Britten  Norman BN,Rwenzori mountains Uganda,Aviation Tana,11,4,0,4
1976,Qtr 2,June,27,27/06/1976,Uganda,Airbus,Airbus A300F BVGG,Entebbe Uganda,France Air,258,7,0,7
1967,Qtr 1,February,7,07/02/1967,UARMisrair,Antonov,Antonov AN 24,Near Hourghada UARMisrair,N/A,30,30,0,30
1983,Qtr 3,September,23,23/09/1983,UAEGulf,Boeing,Boeing B 737,Near Mina Jebel Ali UAEGulf,Air,112,112,0,112
1989,Qtr 3,September,27,27/09/1989,Tusayan,de Havilland,de Havilland Canada DHC 6 Twin Otter 300N75GC,Grand Canyon National Park Airport Tusayan,Arizona Grand Canyon Airlines,21,10,0,10
1990,Qtr 4,November,19,19/11/1990,Turkmenistan,Mil,Mil Mi 8TCCCP,Near Ashkhabad Turkmenistan,USSRAeroflot,15,15,0,15
1941,Qtr 4,November,29,29/11/1941,Turkmenistan,Tupolev,Tupolev ANT 6CP,Chardzhou Turkmenistan,Aeroflot,36,7,0,7
1963,Qtr 1,March,5,05/03/1963,Turkmenistan,Ilyushin,Ilyushin IL 18VCCCP,Ashgabat Turkmenistan,Aeroflot,54,12,0,12
1996,Qtr 1,March,12,12/03/1996,Turkmenistan,Mil,Mil Mi 8T (helicopter)EZ,Karabogazgol Bay Turkmenistan,Air Akhal,12,12,0,12
1980,Qtr 1,March,14,14/03/1980,Turkey,Lockheed,Lockheed C 130H74,Near Yenice Turkey,Force Air U.S. - Military,18,18,0,18
1979,Qtr 4,December,23,23/12/1979,Turkey,Fokker,Fokker F 28 Fellowship 1000TC,Ankara Turkey,(THY) Airlines Turkish,45,41,0,41
1953,Qtr 3,September,25,25/09/1953,Turkey,Douglas,Douglas DC 3TC,Ankara Turkey,Yollari Hava Devlet,21,5,0,5
1981,Qtr 3,September,22,22/09/1981,Turkey,Northrop,Northrop F 5A,Near Babaeski Turkey,Force Air Turkish - Military,0,0,40,40
1954,Qtr 2,April,3,03/04/1954,Turkey,Douglas,Douglas DC 3TC,Kabassaak Turkey,Yollari Hava Devlet,25,25,0,25
1982,Qtr 2,April,13,13/04/1982,Turkey,Lockheed,Lockheed C 130H74,Near Erzurum Turkey,Force Air U.S. - Military,27,27,0,27
2001,Qtr 2,May,16,16/05/2001,Turkey,CASA,CASA CN 235M,Malatya Turkey,Force Air Turkish - Military,34,34,0,34
1988,Qtr 1,January,2,02/01/1988,Turkey,Boeing,Boeing B 737,Izmir Turkey,Flugdienst Condor,16,16,0,16
1963,Qtr 1,February,1,01/02/1963,Turkey,Vickers,Vickers Viscount 754D / Douglas C 47OD,Ankara Turkey,ForceC-47 Air Turkish - Military / Airlines East Middle,17,17,87,104
1964,Qtr 1,February,3,03/02/1964,Turkey,Douglas,Douglas C 47ATC,Near Ankara Turkey,(THY) Airlines Turkish,3,3,0,3
1950,Qtr 1,March,25,25/03/1950,Turkey,Douglas,Douglas DC 3TC,Ankara Turkey,Yollairi Hava Devlet,15,15,0,15
1983,Qtr 1,January,16,16/01/1983,Turkey,Boeing,Boeing B 727,Ankara Turkey,(THY) Airlines Turkish,67,47,0,47
1999,Qtr 4,December,29,29/12/1999,Turkey,Antonov,Antonov 283C JJI,Near Zonguldak Turkey,Aviacion de Guineana Ecuato,6,6,0,6
2007,Qtr 4,November,30,30/11/2007,Turkey,McDonnell,McDonnell Douglas MD 83TC,Near Isparta Turkey,Airlines Atlasjet,57,57,0,57
1975,Qtr 1,January,30,30/01/1975,Turkey,Fokker,Fokker F 28 Fellowship 1000TC,Istanbul Turkey,(THY) Airlines Turkish,42,42,0,42
1974,Qtr 1,January,26,26/01/1974,Turkey,Fokker,Fokker F 28 Fellowship 1000TC,Izmir Turkey,(THY) Airlines Turkish,73,66,0,66
1962,Qtr 1,March,8,08/03/1962,Turkey,Fairchild,Fairchild F 27TC,Mt. Medetsiz Turkey,(THY) Airlines Turkish,11,11,0,11
1961,Qtr 3,September,23,23/09/1961,Turkey,Fokker,Fokker F 27 Friendship 100TC,Ankara Turkey,(THY) Airlines Turkish,29,28,0,28
1960,Qtr 1,January,19,19/01/1960,Turkey,Sud,Sud Aviation Caravelle 1OY KRB,Ankara Turkey,(SAS) Airlines Scandinavian,42,42,0,42
2003,Qtr 1,January,8,08/01/2003,Turkey,BAE,BAe Avro RJ 100TC,Diyarbakir Turkey,(THY) Airlines Turkish,80,75,0,75
2020,Qtr 1,February,5,05/02/2020,Turkey,Boeing,Boeing 737 86JTC,Istanbul Turkey,Airlines Pegasus,177,3,0,3
1959,Qtr 2,April,23,23/04/1959,Turkey,Avro,Avro 688 Super TraderG AGRH,Van Turkey,Charter Air,12,12,0,12
1976,Qtr 3,September,19,19/09/1976,Turkey,Boeing,Boeing B 727,Karatepe Mountains Turkey,(THY) Airlines Turkish,154,154,0,154
1953,Qtr 3,August,3,03/08/1953,Turkey,Lockheed,Lockheed L  749A ConstellationF,Off Fethiye Point Turkey,France Air,42,4,0,4
1954,Qtr 1,January,5,05/01/1954,Turkey,Douglas,Douglas DC 3TC,Lapseki Turkey,Yollari Hava Devlet,10,4,0,4
1999,Qtr 2,April,7,07/04/1999,Turkey,Boeing,Boeing 737 4Q8TC,Near Ceyhan Turkey,(THY) Airlines Turkish,6,6,0,6
2003,Qtr 2,May,26,26/05/2003,Turkey,Yakovlev,Yakovlev 42DUR 42352,Near Macka Turkey,Airlines Ukranian-Mediterranean,75,75,0,75
1961,Qtr 4,December,21,21/12/1961,Turkey,de Havilland,de Havilland Comet 4BG ARJM,Ankara Turkey,Airways European British,34,27,0,27
2017,Qtr 1,March,10,10/03/2017,Turkey,Sirkorsky,Sikorsky S 76CTC,Istanbul Turkey,Aviation Swan,7,7,0,7
1994,Qtr 4,December,29,29/12/1994,Turkey,Boeing,Boeing B 737,Near Van Turkey,(THY) Airlines Turkish,76,57,0,57
2002,Qtr 2,May,7,07/05/2002,Tunisia,Boeing,Boeing B 737,Near Tunis Tunisia,Egypt,62,14,0,14
2014,Qtr 1,February,21,21/02/2014,Tunisia,Antonov,Antonov 265A DOW,Grombalia Tunisia,Cargo Air Libyan,11,11,0,11
