Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1997,Qtr 1,February,19,1997-02-19,Guatemala,Iai,Iai 1124 Westwindyv 160Cp,Guatemala City Guatemala,Transpolar,5,5,0,5
1953,Qtr 4,December,15,1953-12-15,Guatemala,Curtiss,Curtiss C 46Dtg,Tecpan Mt. Guatemala,Aviateca,2,2,0,2
1998,Qtr 4,November,1,1998-11-01,Guatemala,Douglas,Douglas Dc 3Cn3Fy,Near Quetzaltenango Guatemala,Charter Ministries Teaching Water Living,18,11,0,11
1956,Qtr 2,May,24,1956-05-24,Guatemala,Douglas,Douglas C 47,Guatemala City Guatemala,Aviateca,31,30,0,30
1974,Qtr 4,December,29,1974-12-29,Guatemala,Lockheed,Lockheed 18 Lodestartg Htm,Tikal Guatemala,Ortiz Edwin,24,24,0,24
1996,Qtr 4,November,1,1996-11-01,Guatemala,Embraer,Embraer 110P1 Bandeirantetg Tpa,Near Tikal Guatemala,Tapsa - Profesionales Areos Transported,16,16,0,16
1951,Qtr 4,October,27,1951-10-27,Guatemala,Douglas,Douglas C 47Fago961,Near Flores Guatemala,Force Air Guatemalan - Military,29,27,0,27
1993,Qtr 3,August,18,1993-08-18,Guantanamo,Mcdonnell,Mcdonnell Douglas Dc 8,Leeward Point Airfield Guantanamo,Cuba          Bay American International Airways,3,0,0,0
2022,Qtr 1,March,22,2022-03-22,Guangxi,Boeing,Boeing 737 89P Wlb,Wuzhou Guangxi,China China Eastern Airlines,132,132,0,132
1982,Qtr 2,April,26,1982-04-26,Guangxi,Hawker,Hawker Siddeley Trident 2Eb 266,Near Yangshuo Guangxi,China Caac,112,112,0,112
1947,Qtr 2,May,4,1947-05-04,Guanacaste,Lockheed,Lockheed 18 Loadstarti 84,Near Nicoya Guanacaste,Costa Rica Taca,11,11,0,11
1960,Qtr 3,September,19,1960-09-19,Guam,Douglas,Douglas Dc 6Abn90779,Agana Guam,Mariana Islands World Airways,94,80,0,80
1976,Qtr 2,June,4,1976-06-04,Guam,Lockheed,Lockheed 188A Electrarp C1061,Agana Guam,Manila Air,45,45,1,46
1997,Qtr 3,August,6,1997-08-06,Guam,Boeing,Boeing B 747,Agana Guam,Airlines Korean,254,228,0,228
1970,Qtr 4,October,28,1970-10-28,Guadaloupe,Curtiss,Curtiss C 46Dhk,Pointe-À-Pitre Guadeloupe,Colombia Aerocosta,4,2,0,2
1968,Qtr 1,March,6,1968-03-06,Guadaloupe,Boeing,Boeing B 707,Basse-Terre Guadeloupe,West Indies Air France,63,63,0,63
1962,Qtr 2,June,22,1962-06-22,Guadaloupe,Boeing,Boeing B 707,Basse-Terre Guadaloupe,West Indies Air France,112,112,0,112
1962,Qtr 2,May,12,1962-05-12,Greenland,Consolidated,Consolidated Catalinacf Iha,Godthaab Greenland,Airways Provincial East,21,15,0,15
1962,Qtr 1,January,12,1962-01-12,Greenland,Lockheed,Lockheed P2V Neptune131521,Kronborg Glacier Greenland,Navy Us - Military,12,12,0,12
1961,Qtr 3,August,29,1961-08-29,Greenland,De Havilland,De Havilland Canada Dhc 3 Ottercf,Sondreströmfjord Greenland,Airways Provincial Eastern,6,1,0,1
1990,Qtr 3,September,12,1990-09-12,Greenland,Cessna,Cessna 441 Conquest Iioy Cgm,Off Sondre Stromfjord Greenland,Air Nuna,8,8,0,8
1985,Qtr 2,April,20,1985-04-20,Greenland,Fokker,Fokker F 27 Friendship 100Yn,Kulusuk Greenland,Aeronica,5,2,0,2
1957,Qtr 2,May,13,1957-05-13,Greenland,Douglas,Douglas Dc 4N68736,Narsarressuak Greenland,Airways Overseas U.S.,3,2,0,2
1963,Qtr 3,August,10,1963-08-10,Greenland,Catalina,Catalina Flying Boatl 865,Cape Desolation Greenland,Force Air Danish,13,13,0,13
1960,Qtr 3,August,24,1960-08-24,Greece,Vickers,Vickers 634 Viking 1Bg Amnk,Off Heraklion Greece,Aviation Everall Don,3,3,0,3
1985,Qtr 2,June,14,1985-06-14,Greece,Boeing,Boeing B 727,Athens Greece,Airlines World Trans,153,1,0,1
1966,Qtr 1,March,10,1966-03-10,Greece,Douglas,Douglas Dc 6Aod,Athens Greece,Airways Mediterranean Trans,5,5,0,5
1947,Qtr 4,October,26,1947-10-26,Greece,Douglas,Douglas Dc 4,Near Mt. Hymettus Greece,Aerotransport Ab,44,44,0,44
1937,Qtr 4,October,1,1937-10-01,Greece,Shorts,Short Empire Flying Boatg Advc,Phaleron Bay Greece,Airways Imperial,14,2,0,2
1991,Qtr 1,February,5,1991-02-05,Greece,Lockheed,Lockheed C 130H748,Near Nea Ankhialos Greece,Force Air Hellenic - Military,63,63,0,63
1992,Qtr 1,March,24,1992-03-24,Greece,Boeing,Boeing 707 321Cst,Athens Greece,Cargo Air Star Golden,7,7,0,7
1943,Qtr 3,August,14,1943-08-14,Greece,Savoia,Savoia  Marchetti Sm.75 I,Rhodes Greece,Lati,17,17,0,17
1936,Qtr 3,August,22,1936-08-22,Greece,Shorts,Short S 17 Kentg,Mirabella Greece,Airways Imperial,11,2,0,2
1967,Qtr 4,October,12,1967-10-12,Greece,De Havilland,De Havilland Comet 4Bg Arco,Off Rhodes Greece,Airways European British,66,66,0,66
1969,Qtr 4,December,8,1969-12-08,Greece,Douglas,Douglas Dc 6Bsx,Near Keratea Greece,Airways Olympic,90,90,0,90
1976,Qtr 4,November,23,1976-11-23,Greece,Namc,Namc Ys 11A,Kozani Greece,Airways Olympic,50,50,0,50
1944,Qtr 1,February,21,1944-02-21,Greece,Junkers,Junkers Ju 52/3Md,Eubeoa Greece,Lufthansa Deutsche,16,16,0,16
1972,Qtr 4,October,21,1972-10-21,Greece,Namc,Namc Ys 11A,Off Athens Greece,Airways Olympic,53,37,0,37
1986,Qtr 2,April,2,1986-04-02,Greece,Boeing,Boeing B 727N54340,Near Athens Greece,Airlines World Trans,121,4,0,4
1972,Qtr 3,July,20,1972-07-20,Greece,Sud,Sud  Aviation Se210 Caravelle,Corfu Island Greece,Charter,84,1,0,1
1959,Qtr 4,October,30,1959-10-30,Greece,Douglas,Douglas Dc 3Sx,Athens Greece,Airways Olympic,18,18,0,18
1979,Qtr 4,October,7,1979-10-07,Greece,Mcdonnell,Mcdonnell Douglas Dc 8,Athens Greece,Swissair,156,14,0,14
2022,Qtr 3,July,16,2022-07-16,Greece,Antonov,Antonov An 12Ur,Eleftheroupolis Greece,Meridian,8,8,0,8
1949,Qtr 2,June,6,1949-06-06,Greece,Douglas,Douglas Dc 3Sx,Malahasa Attica Greece,Explotiation Aeronautical - Tech,22,22,0,22
2004,Qtr 3,September,11,2004-09-11,Greece,Ch,Ch  47D Chinook,Off Mount Athos Greece,Army Greek - Military,17,17,0,17
1989,Qtr 3,August,3,1989-08-03,Greece,Shorts,Shorts 330 200Sx,Samos Greece,Aviation Olympic,34,34,0,34
1997,Qtr 4,December,20,1997-12-20,Greece,Lockheed,Lockheed C 130H Hercules750,Tanagra Greece,Force Air Greek - Military,5,5,0,5
2005,Qtr 3,August,14,2005-08-14,Greece,Boeing,Boeing 737 31S5B,Near Grammatikos Greece,Airways Helios,121,121,0,121
1929,Qtr 1,January,25,1929-01-25,Greece,Cmasa,Cmasa Wali Azda,Near Corfu Greece,Aeroespresso,9,2,0,2
1948,Qtr 4,December,21,1948-12-21,Greece,Douglas,Douglas Dc 3Ok,Near Pilos Greece,Aerolinie Ceskoslovenske,24,24,0,24
1997,Qtr 4,December,17,1997-12-17,Greece,Yakovlev,Yakovlev Yak 42Ur,Fotina Greece,(Lvov) Airlines Aerosweet,70,70,0,70
1991,Qtr 2,June,1,1991-06-01,Great,Gaf,Gaf Nomad N24An8071L,Off Matthewtown Great,Inc. Flight Inaguaagape,3,2,0,2
1964,Qtr 4,October,2,1964-10-02,Granada,Douglas,Douglas Dc 6Bf,Near Trevelez Granada,Spain Union Des Transportes Aeriens,80,80,0,80
1969,Qtr 4,November,19,1969-11-19,Glens,Fairchild,Fairchild  Hiller Fh,Mt. Pilot Knob Glens,New York          Falls Mohawk Airlines,14,14,0,14
1944,Qtr 3,July,31,1944-07-31,Gilbert,Consolidated,Consolidated Catalina Pb2Y 3R7233,Funafuti Gilbert,Pacific Ocean          Islands Pan American Airways,24,22,0,22
1969,Qtr 2,April,24,1969-04-24,Ghana,Douglas,Douglas Dc 39G,Near Takoradi Ghana,Airways Ghana,33,1,0,1
2012,Qtr 2,June,2,2012-06-02,Ghana,Boeing,Boeing B 727,Accra Ghana,Air Allied,4,0,12,12
2000,Qtr 2,June,5,2000-06-05,Ghana,Fokker,Fokker F 27 Friendship 600G,Accra Ghana,Airlink Ghana,52,7,0,7
1970,Qtr 3,July,3,1970-07-03,Gerona,De Havilland,De Havilland Comet 4G Apdn,Near Arbucias Gerona,Spain Dan Air Services,112,112,0,112
1933,Qtr 4,December,11,1933-12-11,Germany,Focke,Focke  Wulf A,Hamburg Germany,Lufthansa Deutsche,10,6,0,6
1966,Qtr 1,January,28,1966-01-28,Germany,Convair,Convair Cv 440,Bremen Germany,Lufthansa,46,46,0,46
1972,Qtr 2,May,27,1972-05-27,Germany,De Havilland,De Havilland Canada Dhc 6 Twin Otterd,Near Helgoland Germany,Air General,13,8,0,8
1913,Qtr 4,October,17,1913-10-17,Germany,Zeppelin,Zeppelin L 2 (Airship),Near Johannisthal Germany,Navy German - Military,28,28,0,28
1988,Qtr 1,February,8,1988-02-08,Germany,Swearingen,Swearingen Sa.227Ac Metro Iiid Cabb,Near Mulheim Germany,Flugdienst Nurnberger - Nfd,21,21,0,21
1961,Qtr 1,March,28,1961-03-28,Germany,Illyushin,Ilyushin Il 18Ok,Forcheim Germany,Aerolinie Ceskoslovenske,52,52,0,52
1966,Qtr 4,November,15,1966-11-15,Germany,Boeing,Boeing 727 21N317Pa,Near Dallgow Germany,Airways American Pan,3,3,0,3
1932,Qtr 3,August,31,1932-08-31,Germany,Junkers,Junkers G 23Se,Tubergen Germany,Aerotransport B A,2,2,0,2
1936,Qtr 3,August,12,1936-08-12,Germany,De Havilland,De Havilland Dh 86G,Altenkirchen Germany,Airways British,2,2,0,2
1915,Qtr 3,September,3,1915-09-03,Germany,Zeppelin,Zeppelin L 10 (Airship),Off Cuxhaven Germany,Navy German - Military,19,19,0,19
1930,Qtr 4,October,6,1930-10-06,Germany,Messerschmitt,Messerschmitt M 20Bd,Dresden Germany,Lufthansa Deutsche,8,8,0,8
1936,Qtr 4,November,1,1936-11-01,Germany,Junkers,Junkers Ju 52D,Near Tabarz Germany,Lufthansa Deutsche,15,11,0,11
1988,Qtr 2,May,26,1988-05-26,Germany,Fokker,Fokker F 27 Friendship 600Oy,Hannover Germany,Starair,2,2,0,2
1989,Qtr 2,June,17,1989-06-17,Germany,Illyushin,Ilyushin Il 62Mkddr,Berlin Germany,Interflug,113,20,1,21
1922,Qtr 3,July,4,1922-07-04,Germany,Lvg,Lvg C Vi,Fuhlsbuttel Germany?,N/A,3,2,0,2
1936,Qtr 4,November,17,1936-11-17,Germany,Junkers,Junkers Ju 52/3Md,Nurnberg Germany,Lufthansa Deutsche,16,4,0,4
1999,Qtr 1,January,13,1999-01-13,Germany,Boeing,Boeing Kc 135E59,Geilenkirchen Germany,Guard National Air German - Military,4,4,0,4
1928,Qtr 2,May,26,1928-05-26,Germany,Junkers,Junkers F 13D,Radevormwald Germany,Lufthansa Deutsche,5,3,0,3
1935,Qtr 1,March,7,1935-03-07,Germany,Rochrbach,Rochrbach Rolandd Ajyp,Schievelbein Germany,Deruluft,3,0,0,0
1934,Qtr 2,June,22,1934-06-22,Germany,Dornier,Dornier Merkurd 1445,Chausseehausen Germany,Lufthansa Deutsche,7,1,0,1
1931,Qtr 2,June,13,1931-06-13,Germany,Dornier,Dornier Merkurd 1455,Saarbrucken Germany,Lufthansa Deutsche,4,4,0,4
2002,Qtr 3,July,1,2002-07-01,Germany,Tupolev,Tupolev Tu 154M / Boeing B,Uberlingen Germany,Express Worldwide Dhl / Airlines Bashkirian,71,71,0,71
1990,Qtr 2,May,11,1990-05-11,Germany,Transall,Transall C 160D50,Near Wurzburg  Germany,Luftwaffe - Military,10,10,0,10
1933,Qtr 2,April,29,1933-04-29,Germany,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,4,4,0,4
1991,Qtr 4,December,22,1991-12-22,Germany,Douglas,Douglas Dc 3Ad,Heidelberg Germany,Wings Classic,30,27,0,27
1964,Qtr 3,July,15,1964-07-15,Germany,Boeing,Boeing 720D Abdop,Ansbach Germany,Lufthansa,3,3,0,3
1918,Qtr 3,August,5,1918-08-05,Germany,Zeppelin,Zeppelin L 70 (Airship),Off Helgoland Island Germany,Navy German - Military,22,22,0,22
1934,Qtr 3,July,27,1934-07-27,Germany,Curtiss,Curtiss At 32C Condorch,Near Tuttlingen Germany,Swissair,12,12,0,12
1929,Qtr 4,December,19,1929-12-19,Germany,Arado,Arado V1D 1594,Near Berlin Germany,Lufthansa Deutsche,3,2,0,2
1935,Qtr 1,January,31,1935-01-31,Germany,Junkers,Junkers Ju 52/3Md,Stettin Germany,Deruluft,11,11,0,11
1926,Qtr 1,March,8,1926-03-08,Germany,Junkers,Junkers F 13D,Staaken Germany,Lufthansa Deutche,1,1,0,1
1990,Qtr 3,August,29,1990-08-29,Germany,Lockheed,Lockheed C 5A68,Near Kaiserslautern Germany,Force Air U.S. - Military,17,13,0,13
1928,Qtr 3,September,6,1928-09-06,Germany,Fokker,Fokker Fg Iiid 180,Heroldbach Germany,Lufthansa Deutsche,3,3,0,3
1926,Qtr 4,October,8,1926-10-08,Germany,Fokker,Fokker Fg Iiid 468,Bueren Germany,Lufthansa Deutsche,4,4,0,4
1926,Qtr 3,July,24,1926-07-24,Germany,Junkers,Junkers F 13D,Juist Germany,Lufthansa Deutsche,5,5,0,5
1933,Qtr 2,April,3,1933-04-03,Germany,Junkers,Junkers F 13D,Hemkenrode Germany,Lufthansa Deutsche,2,1,0,1
1928,Qtr 2,June,14,1928-06-14,Germany,Aegkd,Aegkd  74,Frankfurt Germany,Lufthansa Deutsche,5,5,0,5
1961,Qtr 4,December,4,1961-12-04,Germany,Boeing,Boeing 720 030Bd,Mainz Germany,Lufthansa,3,3,0,3
1927,Qtr 3,September,23,1927-09-23,Germany,Dornier,Dornier Merkurd 585,Schleiz Germany,Lufthansa Deutsche,6,6,0,6
1932,Qtr 4,November,2,1932-11-02,Germany,Junkers,Junkers F 13D,Echterpfuhl Germany,Lufthansa Deutsche,5,5,0,5
1971,Qtr 3,September,6,1971-09-06,Germany,Bac,Bac One Eleven 515Fbd,Near Hasloh Germany,International Pan,121,22,0,22
2001,Qtr 1,February,8,2001-02-08,Germany,Learjet,Learjet 35Ai Moco,Nurnberg Germany,Aeroservizi E.A.S.,3,3,0,3
1935,Qtr 2,April,6,1935-04-06,Germany,Fokker,Fokker F 12Ph,Brilon Germany,Airlines Dutch Royal Klm,7,7,0,7
1936,Qtr 2,June,13,1936-06-13,Germany,Junkers,Junkers Ju 160D,Hannover Germany,Lufthansa Deutsche,6,1,0,1
1935,Qtr 1,March,29,1935-03-29,Germany,Junkers,Junkers F 13D,Off Samland Germany,Lufthansa Deutsche,5,5,0,5
1916,Qtr 4,November,21,1916-11-21,Germany,Super,Super Zeppelin (Airship),Mainz Germany,Army German - Military,28,27,0,27
2001,Qtr 4,December,26,2001-12-26,Germany,Britten,Britten Norman Bn 2B Trislanderd,Bremerhaven Germany,Airline Bremerhaven Bal,9,8,0,8
1927,Qtr 2,April,22,1927-04-22,Germany,Fokker,Fokker Fg Iiid 729,Floh Germany,Lufthansa Deutsche,2,2,0,2
1929,Qtr 3,August,24,1929-08-24,Germany,Fokker,Fokker Fg Iid 757,Elm Germany,Lufthansa Deutsche,5,4,0,4
1928,Qtr 4,December,11,1928-12-11,Germany,Junkers,Junkers G 31D,Letzlingen Germany,Lufthansa Deutsche,4,3,0,3
1927,Qtr 3,July,27,1927-07-27,Germany,Junkers,Junkers F 13D,Amoneburg Germany,Lufthansa Deutsche,5,5,0,5
1931,Qtr 2,April,14,1931-04-14,Germany,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Lufthansa Deutsche,10,2,0,2
1934,Qtr 4,December,7,1934-12-07,Germany,Junkers,Junkers F 13D,Salchau Germany,Lufthansa Deutsche,3,3,0,3
1974,Qtr 2,May,6,1974-05-06,Germany,Douglas,Douglas Dc 6Atf,Nurnberg Germany,Fragtflug,3,3,0,3
1968,Qtr 3,August,9,1968-08-09,Germany,Vickers,Vickers Viscount 739Ag Atfn,Pfaffenhofen Germany,Airlines International Eagle British,48,48,0,48
1937,Qtr 4,December,4,1937-12-04,Germany,Junkers,Junkers Ju 52I,Munich Germany,Littoria Ala,17,4,0,4
1937,Qtr 1,March,26,1937-03-26,Germany,Junkers,Junkers Ju 52/3Md,Wetnum Germany,Lufthansa Deutsche,6,0,0,0
1958,Qtr 1,February,6,1958-02-06,Germany,Airspeed,Airspeed Ambassador As 57G,Munich Germany,Airways European British,44,23,0,23
1939,Qtr 3,August,30,1939-08-30,Germany,Junkers,Junkers Ju 52/3Md,Hannover Germany,Lufthansa Deutsche,7,7,0,7
1940,Qtr 3,August,9,1940-08-09,Germany,Douglas,Douglas Dc 2,Hannover Germany,Lufthansa Deutsche,13,2,0,2
1948,Qtr 2,April,5,1948-04-05,Germany,Vickers,Vickers Viking 1B & Soviet Yak 3 Fighterg,Near Berlin Germany,Force Air Soviet - Military / Airways European British,14,14,0,14
1945,Qtr 2,April,20,1945-04-20,Germany,Junkers,Junkers Ju 53/3Md,Near Steinreich Germany,Lufthansa,20,18,0,18
1938,Qtr 2,May,27,1938-05-27,Germany,Heinkel,Heinkel 116D Atio,Langeoog Germany,Lufthansa Deutsche,3,3,0,3
1949,Qtr 1,March,15,1949-03-15,Germany,Avro,Avro 685 York Ig Ahfi,Berlin Germany,Skyways,3,3,0,3
1940,Qtr 4,October,29,1940-10-29,Germany,Douglas,Douglas Dc 3D,Berlin Germany,Lufthansa Deutsche,15,2,0,2
1937,Qtr 2,May,20,1937-05-20,Germany,Heinkel,Heinkel He 70D,Stuttgart Germany,Lufthansa Deutsche,4,4,0,4
1937,Qtr 4,November,12,1937-11-12,Germany,Heinkel,Heinkel He 111D,Mannheim Germany,Lufthansa Deutsche,12,10,0,10
1940,Qtr 4,November,8,1940-11-08,Germany,Junkers,Junkers Ju 90A,Brandenburg Germany,Lufthansa Deutsche,29,29,0,29
1953,Qtr 4,October,14,1953-10-14,Germany,Convair,Convair Cv 240,Frankfurt Germany,Sabena,44,44,0,44
1948,Qtr 1,February,12,1948-02-12,Germany,Douglas,Douglas Dc 3Oy,Ubrichstein Germany,Luftfartselskab Danske Det,21,12,0,12
1938,Qtr 4,October,10,1938-10-10,Germany,Savoia,Savbia  Marchetti  S,Soest Germany,Sabena,20,20,0,20
1938,Qtr 1,January,4,1938-01-04,Germany,Junkers,Junkers Ju 38D,Frankfurt Germany,Lufthansa,6,6,0,6
1945,Qtr 2,April,21,1945-04-21,Germany,Focke,Focke  Wulf Fw 200D,Near Piesenkofen Germany,Lufthansa Deutsche,21,21,0,21
1945,Qtr 4,November,1,1945-11-01,Germany,Douglas,Douglas C 47A,Herrenalb Germany,Forces Air Army U.S. - Military,30,26,0,26
1952,Qtr 1,March,22,1952-03-22,Germany,Douglas,Douglas Dc 6Ph,Frankfurt Germany,Airlines Dutch Royal Klm,47,45,0,45
1938,Qtr 3,August,13,1938-08-13,Germany,Savoia,Savoia  Marchetti Sm73Ok,Kiel Germany,Airlines Czech Csa,17,16,0,16
1956,Qtr 4,December,22,1956-12-22,Germany,Convair,Convair Cv 340,Grub Germany,Airlines Yugoslav Jat,30,3,0,3
1941,Qtr 1,February,26,1941-02-26,Georgia,Douglas,Douglas Dc 3Nc28394,Atlanta Georgia,Lines Air Eastern,16,9,0,9
1943,Qtr 4,October,22,1943-10-22,Georgia,Douglas,Douglas C 47,Columbus Georgia,Forces Air Army U.S. - Military,20,20,0,20
1933,Qtr 1,January,20,1933-01-20,Georgia,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,1,1,0,1
1997,Qtr 2,April,4,1997-04-04,Georgia,Aviation,Aviation Traders Atl 98 Carvairn83Fa,Griffin Georgia,Service Air Custom,2,2,0,2
1960,Qtr 2,May,23,1960-05-23,Georgia,Convair,Convair Cv 880N8804E,Atlanta Georgia,Lines Air Delta,4,4,0,4
1948,Qtr 1,January,7,1948-01-07,Georgia,Douglas,Douglas Dc 3N60331,Near Savannah Georgia,Lines Air Coastal,27,18,0,18
1965,Qtr 2,June,15,1965-06-15,Georgia,Bell,Bell Uh 1D / Bell Uh1D (Helicopters)63,Near Colombus Georgia,Army U.S. - Military / Army U.S. - Military,18,18,0,18
1960,Qtr 2,June,10,1960-06-10,Georgia,Illyushin,Ilyushin Il 14Pcccp,Nea Tkvarcheli Georgia,Aeroflot,31,31,0,31
1993,Qtr 3,July,6,1993-07-06,Georgia,Mil,Mil Mi 8,Near Ochamchire Georgia,Force Air Georgian - Military,23,23,0,23
1993,Qtr 2,June,17,1993-06-17,Georgia,Antonov,Antonov An 26Ra,Near Tbilisi Georgia,Airlines Tajikistan,41,41,0,41
2001,Qtr 1,March,3,2001-03-03,Georgia,Shorts,Short 36093 1336,Unadilla Georgia,Guard National Army Florida - Military,21,21,0,21
1993,Qtr 3,September,22,1993-09-22,Georgia,Tupolev,Tupolev Tu 154Bcccp,Sukhumi Georgia,Airlines Georgia Transair,132,108,0,108
1993,Qtr 3,September,21,1993-09-21,Georgia,Tupolev,Tupolev Tu 134Acccp,Sukhumi Georgia,Airlines Georgia Transair,27,27,0,27
2018,Qtr 2,May,2,2018-05-02,Georgia,Lockheed,Lockheed Hc 130H Hercules65,Port Wentworth Georgia,Force Air Us - Military,9,9,0,9
1947,Qtr 2,April,22,1947-04-22,Georgia,Douglas,Douglas Dc 3 (C,Columbus Georgia,Lines Air Delta,10,10,0,10
1992,Qtr 3,July,20,1992-07-20,Georgia,Tupolev,Tupolev Tu 154Bcccp,Tbilisi Georgia,Air Georgian,24,24,4,28
1993,Qtr 4,October,4,1993-10-04,Georgia,Mil,Mil Mi 8 (Helicopter),Near Svanetia Georgia,Force Air Georgian - Military,60,60,0,60
1989,Qtr 2,June,29,1989-06-29,Georgia,Dassault,Dassault Falcon 20N125Ca,Cartersville Georgia,Calair,2,2,0,2
1975,Qtr 3,July,15,1975-07-15,Georgia,Yakovlev,Yakovlev Yak 40Cccp,Near Batumi Georgia,Ussraeroflot,40,40,0,40
1925,Qtr 1,March,22,1925-03-22,Georgia,Junkers,Junkers F 13R,Near Tiflis Georgia,Ussrzakavia,5,5,0,5
1985,Qtr 3,September,29,1985-09-29,Georgia,Cessna,Cessna 208 Caravan In551Cc,Jenkinsburg Georgia,Inc Services Express Carriers Air,17,17,0,17
1982,Qtr 3,August,14,1982-08-14,Georgia,Let,Let 410Uvp Turbojet / Tupolev Tu 134V67191 / 65836,Sukhumi Georgia,Ussraeroflot / Aeroflot,11,11,0,11
1991,Qtr 2,April,5,1991-04-05,Georgia,Embraer,Embraer 120Rt  Brasilian270As,Brunswick Georgia,Airlines Southeast Atlantic,23,23,0,23
1977,Qtr 2,April,4,1977-04-04,Georgia,Mcdonnell,Mcdonnell Douglas Dc 9,New Hope Georgia,Airways Southern,85,62,8,70
1975,Qtr 4,November,17,1975-11-17,Georgia,Antonov,Antonov An 24Cccp,Near Sukhumi Georgia,Ussraeroflot,38,38,0,38
1953,Qtr 2,June,14,1953-06-14,Georgia,Illyushin,Ilyushin Il 2Cccp,Near  Zugdidi Georgia,Aeroflot,18,18,0,18
1959,Qtr 1,March,30,1959-03-30,Georgia,Curtiss,Curtiss C 46An7840B,Alma Georgia,Airlines Riddle,2,2,0,2
1969,Qtr 3,July,6,1969-07-06,Georgia,Beechcraft,Beechcraft B 99N844Ns,Near Monroe Georgia,South Air,14,14,0,14
1992,Qtr 4,December,14,1992-12-14,Georgia,Mil,Mil Mi 8T (Helicopter),Lata Georgia,Force Air Russian - Military,61,61,0,61
1970,Qtr 2,May,30,1970-05-30,Georgia,Martin,Martin 404N40412,Chamblee Georgia,Inc. Development Acres Lehigh,33,1,5,6
1995,Qtr 3,August,21,1995-08-21,Georgia,Embraer,Embraer 120 Rt Brasilian256As,Near Carrollton Georgia,Airlines Southeast Atlantic,29,10,0,10
1938,Qtr 4,November,26,1938-11-26,Gambia,Junkers,Junkers Ju90V2D Aivi,Bathurst Gambia,Lufthansa Deutsche,15,12,0,12
1993,Qtr 2,April,27,1993-04-27,Gambia,De Havilland,De Havilland  Canada  Dhc 5D Buffaloaf,Off  Libreville Gambia,Force Air Zambian - Military,30,30,0,30
1938,Qtr 4,October,1,1938-10-01,Gambia,Dornier,Dornier Do.18 (Float Plane)D Aroz,Off Bathurst Gambia,Lufthansa Deutsche,4,4,0,4
1946,Qtr 3,September,7,1946-09-07,Gambia,Avro,Avro 685 York Ig Ahew,Bathurst Gambia,Airways American South British,24,24,0,24
1937,Qtr 1,March,12,1937-03-12,Gambia,Heinkel,Heinkel He 111V2D,Bathurst Gambia,Lufthansa Deutsche,4,4,0,4
2003,Qtr 1,January,17,2003-01-17,Gabon,Antonov,Antonov 24Ber Aft,Near Ndjolé Gabon,Aerocom,7,7,0,7
2000,Qtr 2,May,17,2000-05-17,Gabon,Beechcraft,Beechcraft 1900C 1Tr,Moanda Gabon,Avirex,10,3,0,3
2004,Qtr 2,June,8,2004-06-08,Gabon,Bae,Bae Hs 748,Off Libreville Gabon,Express Gabon,30,19,0,19
1982,Qtr 3,July,3,1982-07-03,Gabon,Cessna,Cessna 404 Titantr Lyq,Oganda Gabon,Gabon Affaires Air,12,12,0,12
1936,Qtr 4,December,7,1936-12-07,French,Latecoere,Latécoère 300 (Float Plane.F Akgf,Off Dakar French,France Africaair West,5,5,0,5
1958,Qtr 1,February,19,1958-02-19,French,Consolidated,Consolidated Pby 5A  Catalinaf,Raiatea French,Interinsulaire Aérien Polynesiaréseau,15,15,0,15
1950,Qtr 4,December,8,1950-12-08,French,Douglas,Douglas C 54Af,Bangui French,Intercontinentaux Africat.A. Equatorial,56,46,0,46
2007,Qtr 3,August,9,2007-08-09,French,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300F,Off Moorea French,Moorea Polynesiaair,20,20,0,20
1947,Qtr 3,July,1,1947-07-01,French,Junkers,Junkers Ju 52/3Mf,Near Eaeka French,France Cameroonsair,13,13,0,13
1948,Qtr 3,July,7,1948-07-07,French,Douglas,Douglas Dc 3F,Djiring French,Azur Indo-Chinaaigle,16,16,0,16
1991,Qtr 2,April,19,1991-04-19,French,Dornier,Dornier Do 228,Off Nuka Hiva French,Tahiti Polynesiaair,22,11,0,11
1966,Qtr 1,January,24,1966-01-24,French,Boeing,Boeing B 707,Mont Blanc French,Switzerland          Alps Air India,117,117,0,117
1952,Qtr 1,March,24,1952-03-24,French,Lockheed,Lockheed 18 Lodestarf Arte,Near Gao French,Tropicaux Tr. De Aérienne Africasociété West,21,17,0,17
1965,Qtr 4,November,2,1965-11-02,French,Douglas,Douglas C 47A316410,Obock French,Force Air French - Somalilandmilitary,30,30,0,30
1945,Qtr 4,December,25,1945-12-25,French,Lockheed,Lockheed 18 Lodestarf Balv,Bangui French,France Africaair Equatorial,8,8,0,8
1953,Qtr 2,June,16,1953-06-16,French,Douglas,Douglas Dc 3F,Mount Phou-Lassy French,Azur Indo-Chinaaigle,34,34,0,34
1939,Qtr 1,January,7,1939-01-07,France,Douglas,Douglas Dc 2,Paris France,Swissair,17,5,0,5
1921,Qtr 3,August,14,1921-08-14,France,Breguet,Breguet 14F Albi,Toulouse France,Aeropostale,2,2,0,2
